sa2_code,sa2_name,dhb,dose1_uptake_perc,dose2_uptake_perc
309200,Westport North,West Coast,82.5,67.5
309300,Westport Rural,West Coast,82.5,72.5
309400,Westport South,West Coast,82.5,67.5
309500,Buller Coalfields,West Coast,72.5,62.5
309600,Charleston (Buller District),West Coast,82.5,67.5
309700,Inangahua,West Coast,72.5,47.5
309800,Reefton,West Coast,77.5,57.5
309900,Barrytown,West Coast,72.5,62.5
310000,Runanga,West Coast,77.5,57.5
310100,Cobden,West Coast,77.5,62.5
310200,Blaketown,West Coast,77.5,67.5
310300,Greymouth Central,West Coast,87.5,77.5
310400,King Park,West Coast,87.5,72.5
310500,Marsden,West Coast,87.5,77.5
310600,Karoro,West Coast,92.5,82.5
310700,Rutherglen-Camerons,West Coast,92.5,82.5
310800,Greymouth Rural,West Coast,77.5,62.5
310900,Dobson,West Coast,77.5,62.5
311000,Nelson Creek,West Coast,82.5,62.5
311100,Lake Brunner,West Coast,57.5,47.5
311200,Haast,West Coast,82.5,77.5
311300,Westland Glaciers-Bruce Bay,West Coast,82.5,72.5
311400,Arahura-Kumara,West Coast,82.5,67.5
311500,Hokitika,West Coast,87.5,77.5
311700,Hokitika Rural,West Coast,87.5,72.5
311800,Waitaha,West Coast,77.5,62.5
311900,Whataroa-Harihari,West Coast,72.5,57.5
312000,Hokitika Valley-Otira,West Coast,87.5,67.5
312100,Hanmer Range,Canterbury,92.5,87.5
312200,Amuri,Canterbury,87.5,72.5
312300,Hanmer Springs,Canterbury,92.5,82.5
312400,Upper Hurunui,Canterbury,82.5,67.5
312500,Parnassus,Canterbury,82.5,72.5
312600,Ashley Forest,Canterbury,82.5,62.5
312700,Omihi,Canterbury,82.5,62.5
312800,Balcairn,Canterbury,82.5,62.5
312900,Amberley,Canterbury,82.5,72.5
313000,Okuku,Canterbury,82.5,62.5
313100,Ashley Gorge,Canterbury,77.5,62.5
313200,Oxford,Canterbury,82.5,67.5
313300,Starvation Hill-Cust,Canterbury,82.5,67.5
313400,Loburn,Canterbury,82.5,67.5
313500,Eyrewell,Canterbury,82.5,62.5
313600,West Eyreton,Canterbury,87.5,67.5
313700,Ashley-Sefton,Canterbury,82.5,62.5
313800,Fernside,Canterbury,87.5,72.5
313900,Rangiora North West,Canterbury,92.5,82.5
314000,Kingsbury,Canterbury,92.5,77.5
314100,Ashgrove,Canterbury,87.5,67.5
314200,Rangiora North East,Canterbury,82.5,67.5
314300,Oxford Estate,Canterbury,87.5,77.5
314400,Rangiora Central,Canterbury,72.5,52.5
314500,Rangiora South West,Canterbury,87.5,67.5
314600,Lilybrook,Canterbury,82.5,67.5
314700,Waikuku,Canterbury,82.5,67.5
314800,Mandeville-Ohoka,Canterbury,92.5,77.5
314900,Rangiora South East,Canterbury,87.5,72.5
315000,Southbrook,Canterbury,82.5,62.5
315100,Swannanoa-Eyreton,Canterbury,87.5,72.5
315200,Tuahiwi,Canterbury,82.5,62.5
315300,Woodend,Canterbury,87.5,67.5
315400,Pegasus,Canterbury,92.5,77.5
315500,Clarkville,Canterbury,87.5,72.5
315600,Pegasus Bay,Canterbury,77.5,57.5
315700,Kaiapoi North West,Canterbury,82.5,62.5
315800,Silverstream (Waimakariri District),Canterbury,92.5,77.5
315900,Sovereign Palms,Canterbury,92.5,77.5
316000,Kaiapoi West,Canterbury,82.5,62.5
316100,Kaiapoi Central,Canterbury,87.5,67.5
316200,Kaiapoi South,Canterbury,92.5,72.5
316300,Kaiapoi East,Canterbury,87.5,77.5
316400,McLeans Island,Canterbury,82.5,62.5
316500,Paparua,Canterbury,87.5,72.5
316600,Yaldhurst,Canterbury,92.5,77.5
316700,Christchurch Airport,Canterbury,92.5,82.5
316800,Clearwater,Canterbury,92.5,82.5
316900,Belfast West,Canterbury,92.5,77.5
317000,Harewood,Canterbury,92.5,87.5
317100,Brooklands-Spencerville,Canterbury,87.5,67.5
317200,Styx,Canterbury,82.5,62.5
317300,Belfast East,Canterbury,87.5,72.5
317400,Northwood,Canterbury,97.5,87.5
317500,Russley,Canterbury,92.5,82.5
317600,Regents Park,Canterbury,92.5,87.5
317700,Hawthornden,Canterbury,97.5,82.5
317800,Bishopdale North,Canterbury,92.5,77.5
317900,Casebrook,Canterbury,92.5,77.5
318000,Bishopdale West,Canterbury,92.5,77.5
318100,Templeton,Canterbury,92.5,77.5
318200,Islington,Canterbury,87.5,72.5
318300,Burnside Park,Canterbury,92.5,77.5
318400,Marshland,Canterbury,87.5,72.5
318500,Avonhead North,Canterbury,92.5,82.5
318600,Redwood North,Canterbury,92.5,77.5
318700,Broomfield,Canterbury,87.5,72.5
318800,Redwood West,Canterbury,87.5,67.5
318900,Avonhead West,Canterbury,92.5,82.5
319000,Bishopdale South,Canterbury,92.5,77.5
319100,Islington-Hornby Industrial,Canterbury,92.5,72.5
319200,Burnside,Canterbury,92.5,77.5
319300,Hei Hei,Canterbury,92.5,72.5
319400,Papanui North,Canterbury,87.5,67.5
319500,Avonhead East,Canterbury,97.5,77.5
319600,Redwood East,Canterbury,87.5,77.5
319700,Avonhead South,Canterbury,92.5,77.5
319800,Riccarton Racecourse,Canterbury,97.5,82.5
319900,Bryndwr North,Canterbury,87.5,72.5
320000,Northlands (Christchurch City),Canterbury,82.5,72.5
320100,Papanui West,Canterbury,92.5,77.5
320200,Ilam North,Canterbury,97.5,82.5
320300,Hornby West,Canterbury,92.5,72.5
320400,Hornby Central,Canterbury,87.5,72.5
320500,Northcote (Christchurch City),Canterbury,92.5,72.5
320600,Jellie Park,Canterbury,97.5,82.5
320700,Ilam South,Canterbury,97.5,77.5
320800,Bryndwr South,Canterbury,87.5,77.5
320900,Papanui East,Canterbury,97.5,82.5
321000,Sockburn North,Canterbury,97.5,77.5
321100,Hornby South,Canterbury,92.5,72.5
321200,Ilam University,Canterbury,97.5,77.5
321300,Prestons,Canterbury,97.5,82.5
321400,Strowan,Canterbury,92.5,82.5
321500,Fendalton,Canterbury,97.5,87.5
321600,Waitikiri,Canterbury,92.5,82.5
321700,Mairehau North,Canterbury,87.5,77.5
321800,Bush Inn,Canterbury,97.5,77.5
321900,Awatea North,Canterbury,92.5,77.5
322000,Upper Riccarton,Canterbury,92.5,67.5
322100,Malvern,Canterbury,97.5,77.5
322200,Rutland,Canterbury,92.5,82.5
322300,Sockburn South,Canterbury,92.5,72.5
322400,Deans Bush,Canterbury,97.5,82.5
322500,Wigram North,Canterbury,97.5,87.5
322600,Holmwood,Canterbury,97.5,87.5
322700,Wharenui,Canterbury,97.5,72.5
322800,Wigram West,Canterbury,92.5,77.5
322900,Awatea South,Canterbury,97.5,82.5
323000,Merivale,Canterbury,92.5,82.5
323100,Mairehau South,Canterbury,87.5,72.5
323200,Mona Vale,Canterbury,97.5,82.5
323300,Riccarton West,Canterbury,97.5,72.5
323400,Shirley West,Canterbury,87.5,67.5
323500,Middleton,Canterbury,97.5,92.5
323600,Wigram South,Canterbury,92.5,77.5
323700,Queenspark,Canterbury,92.5,72.5
323800,St Albans North,Canterbury,92.5,77.5
323900,St Albans West,Canterbury,97.5,77.5
324000,Travis Wetlands,Canterbury,92.5,72.5
324100,Wigram East,Canterbury,97.5,82.5
324200,Riccarton Central,Canterbury,97.5,92.5
324300,Oaklands West,Canterbury,97.5,82.5
324400,Riccarton South,Canterbury,97.5,82.5
324500,Halswell West,Canterbury,92.5,77.5
324600,Shirley East,Canterbury,92.5,77.5
324700,Broken Run,Canterbury,97.5,82.5
324800,St Albans East,Canterbury,92.5,77.5
324900,Hagley Park,Canterbury,97.5,82.5
325000,Hillmorton,Canterbury,92.5,77.5
325100,Parklands,Canterbury,87.5,72.5
325200,Riccarton East,Canterbury,97.5,77.5
325300,Edgeware,Canterbury,92.5,72.5
325400,Aidanfield,Canterbury,92.5,82.5
325500,Tower Junction,Canterbury,92.5,87.5
325600,Burwood,Canterbury,87.5,72.5
325700,Christchurch Central-West,Canterbury,92.5,77.5
325800,Christchurch Central-North,Canterbury,92.5,77.5
325900,Richmond North (Christchurch City),Canterbury,87.5,67.5
326000,Waimairi Beach,Canterbury,92.5,77.5
326100,Addington West,Canterbury,92.5,72.5
326200,Otakaro-Avon River Corridor,Canterbury,97.5,67.5
326300,Oaklands East,Canterbury,92.5,72.5
326400,Addington North,Canterbury,82.5,62.5
326500,Dallington,Canterbury,87.5,67.5
326600,Christchurch Central,Canterbury,82.5,62.5
326700,Hoon Hay West,Canterbury,87.5,67.5
326800,Richmond South (Christchurch City),Canterbury,87.5,67.5
326900,Spreydon West,Canterbury,92.5,72.5
327000,Christchurch Central-East,Canterbury,97.5,77.5
327100,Christchurch Central-South,Canterbury,92.5,77.5
327200,North Beach,Canterbury,82.5,67.5
327300,Halswell North,Canterbury,92.5,82.5
327400,Addington East,Canterbury,92.5,72.5
327500,Avondale (Christchurch City),Canterbury,87.5,67.5
327600,Spreydon North,Canterbury,92.5,72.5
327700,Hoon Hay East,Canterbury,92.5,77.5
327800,Avonside,Canterbury,77.5,57.5
327900,Linwood West,Canterbury,87.5,67.5
328000,Halswell South,Canterbury,92.5,82.5
328100,Sydenham Central,Canterbury,92.5,77.5
328200,Spreydon South,Canterbury,92.5,72.5
328300,Rawhiti ,Canterbury,82.5,62.5
328400,Wainoni,Canterbury,82.5,62.5
328500,Linwood North,Canterbury,87.5,62.5
328600,Aranui,Canterbury,72.5,52.5
328700,Sydenham West,Canterbury,87.5,72.5
328800,Lancaster Park,Canterbury,92.5,67.5
328900,Phillipstown,Canterbury,87.5,62.5
329000,Kennedys Bush,Canterbury,92.5,77.5
329100,Somerfield East,Canterbury,92.5,77.5
329200,Somerfield West,Canterbury,92.5,77.5
329300,Linwood East,Canterbury,87.5,62.5
329400,Sydenham North,Canterbury,92.5,67.5
329500,Hoon Hay South,Canterbury,92.5,77.5
329600,Charleston (Christchurch City),Canterbury,87.5,67.5
329700,Sydenham South,Canterbury,92.5,77.5
329800,Bexley,Canterbury,82.5,62.5
329900,Waltham,Canterbury,87.5,67.5
330000,Westmorland,Canterbury,97.5,82.5
330100,Woolston North,Canterbury,82.5,62.5
330200,New Brighton,Canterbury,82.5,67.5
330300,Cashmere West,Canterbury,97.5,87.5
330400,Bromley South,Canterbury,82.5,62.5
330500,Ensors,Canterbury,82.5,62.5
330600,Beckenham,Canterbury,97.5,82.5
330700,Bromley North,Canterbury,82.5,62.5
330800,St Martins,Canterbury,87.5,72.5
330900,Opawa,Canterbury,92.5,77.5
331000,Woolston West,Canterbury,82.5,62.5
331100,Woolston East,Canterbury,87.5,67.5
331200,Huntsbury,Canterbury,92.5,82.5
331300,Cashmere East,Canterbury,92.5,82.5
331400,Hillsborough (Christchurch City),Canterbury,87.5,77.5
331500,Woolston South,Canterbury,87.5,72.5
331600,Port Hills,Canterbury,87.5,67.5
331700,South New Brighton,Canterbury,87.5,67.5
331800,Brookhaven-Ferrymead,Canterbury,92.5,72.5
331900,Heathcote Valley,Canterbury,92.5,77.5
332000,Mount Pleasant,Canterbury,92.5,77.5
332100,Redcliffs,Canterbury,92.5,82.5
332200,Governors Bay,Canterbury,92.5,77.5
332400,Clifton Hill,Canterbury,92.5,77.5
332500,Lyttelton,Canterbury,92.5,77.5
332700,Sumner,Canterbury,92.5,77.5
332800,Teddington,Canterbury,82.5,72.5
332900,Diamond Harbour,Canterbury,92.5,77.5
333100,Banks Peninsula South,Canterbury,87.5,67.5
333200,Eastern Bays-Banks Peninsula,Canterbury,92.5,77.5
333300,Akaroa Harbour,Canterbury,87.5,77.5
333500,Akaroa,Canterbury,87.5,82.5
333600,Craigieburn,Canterbury,87.5,62.5
333700,Torlesse,Canterbury,87.5,62.5
333800,Glenroy-Hororata,Canterbury,87.5,62.5
333900,Glentunnel,Canterbury,87.5,67.5
334000,Darfield,Canterbury,87.5,72.5
334100,Kirwee,Canterbury,87.5,72.5
334200,Bankside,Canterbury,92.5,67.5
334300,Charing Cross,Canterbury,87.5,67.5
334400,Halkett,Canterbury,92.5,77.5
334500,Newtons Road,Canterbury,87.5,72.5
334600,West Melton,Canterbury,97.5,87.5
334700,Burnham Camp,Canterbury,97.5,92.5
334800,Rolleston Izone,Canterbury,82.5,47.5
334900,Rolleston North West,Canterbury,92.5,77.5
335000,Springston,Canterbury,92.5,72.5
335100,Rolleston Central,Canterbury,92.5,77.5
335200,Rolleston North East,Canterbury,92.5,77.5
335300,Rolleston South West,Canterbury,92.5,77.5
335400,Southbridge,Canterbury,87.5,67.5
335500,Rolleston South East,Canterbury,92.5,77.5
335600,Trents,Canterbury,87.5,77.5
335700,Prebbleton,Canterbury,97.5,87.5
335800,Irwell,Canterbury,87.5,67.5
335900,Ladbrooks,Canterbury,92.5,82.5
336000,Lincoln West,Canterbury,97.5,82.5
336100,Lincoln East,Canterbury,97.5,87.5
336200,Leeston,Canterbury,92.5,72.5
336300,Tai Tapu,Canterbury,97.5,87.5
336400,Motukarara,Canterbury,82.5,72.5
336600,Ashburton Lakes,Canterbury,77.5,72.5
336700,Cairnbrae,Canterbury,97.5,82.5
336800,Ashburton Forks,Canterbury,87.5,72.5
336900,Methven,Canterbury,92.5,82.5
337000,Ealing-Lowcliffe,Canterbury,92.5,67.5
337100,Eiffelton,Canterbury,92.5,72.5
337200,Chertsey,Canterbury,92.5,72.5
337300,Winchmore-Wakanui,Canterbury,87.5,67.5
337400,Allenton North,Canterbury,92.5,77.5
337500,Allenton South,Canterbury,92.5,72.5
337600,Rakaia,Canterbury,87.5,67.5
337700,Ashburton North,Canterbury,92.5,72.5
337800,Allenton East,Canterbury,92.5,77.5
337900,Tinwald North,Canterbury,92.5,67.5
338000,Ashburton Central,Canterbury,92.5,72.5
338100,Ashburton West,Canterbury,92.5,77.5
338200,Tinwald South,Canterbury,87.5,67.5
338300,Ashburton East,Canterbury,87.5,67.5
338400,Netherby,Canterbury,87.5,67.5
338500,Hampstead,Canterbury,87.5,62.5
338600,Ben McLeod,South Canterbury,77.5,57.5
338700,Arundel,South Canterbury,87.5,77.5
338800,Levels Valley,South Canterbury,82.5,72.5
338900,Geraldine,South Canterbury,87.5,77.5
339000,Rangitata,South Canterbury,87.5,77.5
339100,Waitohi (Timaru District),South Canterbury,82.5,72.5
339200,Pleasant Point,South Canterbury,87.5,77.5
339300,Temuka West,South Canterbury,87.5,77.5
339400,Hadlow,South Canterbury,87.5,82.5
339500,Levels,South Canterbury,87.5,77.5
339600,Temuka East,South Canterbury,87.5,72.5
339700,Gleniti North,South Canterbury,92.5,87.5
339800,Washdyke,South Canterbury,87.5,77.5
339900,Fairview,South Canterbury,82.5,72.5
340000,Gleniti South,South Canterbury,92.5,82.5
340100,Glenwood,South Canterbury,87.5,77.5
340200,Marchwiel West,South Canterbury,87.5,77.5
340300,Marchwiel East,South Canterbury,82.5,72.5
340400,Highfield North,South Canterbury,87.5,82.5
340500,Highfield South,South Canterbury,87.5,77.5
340600,Waimataitai-Maori Hill,South Canterbury,87.5,77.5
340700,Fraser Park,South Canterbury,87.5,77.5
340800,Seaview,South Canterbury,87.5,72.5
341000,Watlington,South Canterbury,82.5,72.5
341100,Timaru Central,South Canterbury,82.5,67.5
341200,Timaru East,South Canterbury,97.5,97.5
341300,Parkside,South Canterbury,82.5,72.5
341400,Kensington (Timaru District),South Canterbury,82.5,67.5
341500,Mackenzie Lakes,South Canterbury,87.5,67.5
341800,Twizel,South Canterbury,87.5,72.5
341900,Opua (Mackenzie District),South Canterbury,87.5,67.5
342000,Fairlie,South Canterbury,87.5,77.5
342100,Hakataramea,South Canterbury,82.5,67.5
342200,Maungati,South Canterbury,87.5,72.5
342300,Lyalldale,South Canterbury,82.5,67.5
342400,Makikihi-Willowbridge,South Canterbury,82.5,72.5
342500,Waimate North,South Canterbury,82.5,67.5
342600,Morven-Glenavy-Ikawai,South Canterbury,87.5,72.5
342700,Waimate West,South Canterbury,82.5,72.5
342800,Waimate East,South Canterbury,82.5,72.5
343000,Chatham Islands,Canterbury,97.5,92.5
343100,Aviemore,Southern,82.5,67.5
343300,Danseys Pass,Southern,82.5,67.5
343400,Ngapara,Southern,82.5,67.5
343500,Lower Waitaki,Southern,87.5,72.5
343600,Waihemo,Southern,82.5,67.5
343700,Maheno,Southern,82.5,72.5
343800,Weston,Southern,87.5,77.5
343900,Oamaru North Milner Park,Southern,87.5,77.5
344000,Oamaru North Orana Park,Southern,87.5,72.5
344100,Oamaru Gardens,Southern,87.5,77.5
344200,Glen Warren,Southern,82.5,72.5
344300,Holmes Hill,Southern,92.5,82.5
344400,Oamaru Central,Southern,87.5,82.5
344500,South Hill,Southern,87.5,77.5
344700,Palmerston,Southern,77.5,62.5
344800,Lindis-Nevis Valleys,Southern,87.5,77.5
344900,Cromwell West,Southern,92.5,77.5
345000,Cromwell East,Southern,92.5,77.5
345100,Manuherikia-Ida Valleys,Southern,87.5,77.5
345200,Earnscleugh,Southern,97.5,87.5
345300,Dunstan-Galloway,Southern,92.5,82.5
345400,Clyde,Southern,92.5,87.5
345500,Alexandra North,Southern,92.5,82.5
345600,Alexandra South,Southern,92.5,82.5
345700,Maniototo,Southern,92.5,82.5
345800,Teviot Valley,Southern,82.5,72.5
345900,Outer Wanaka,Southern,77.5,67.5
346000,Glenorchy,Southern,92.5,82.5
346200,Outer Wakatipu,Southern,87.5,82.5
346400,Cardrona,Southern,87.5,77.5
346600,Wanaka Waterfront,Southern,92.5,82.5
346700,Wanaka North,Southern,92.5,82.5
346800,Wanaka West,Southern,87.5,77.5
346900,Albert Town,Southern,87.5,77.5
347000,Wanaka Central,Southern,97.5,82.5
347100,Lake Hawea,Southern,82.5,72.5
347200,Upper Clutha Valley,Southern,82.5,67.5
347300,Kingston,Southern,82.5,72.5
347400,Arthurs Point,Southern,92.5,82.5
347500,Wakatipu Basin,Southern,92.5,82.5
347600,Queenstown Hill,Southern,77.5,42.5
347700,Warren Park,Southern,97.5,97.5
347800,Sunshine Bay-Fernhill,Southern,97.5,82.5
347900,Arrowtown,Southern,92.5,87.5
348000,Quail Rise,Southern,92.5,82.5
348100,Queenstown Central,Southern,97.5,97.5
348200,Queenstown East,Southern,97.5,87.5
348300,Frankton Arm,Southern,97.5,82.5
348400,Frankton,Southern,97.5,92.5
348500,Lake Hayes,Southern,97.5,92.5
348600,Kelvin Heights,Southern,87.5,82.5
348700,Shotover Country,Southern,97.5,87.5
348800,Lake Hayes Estate,Southern,92.5,82.5
348900,Jacks Point,Southern,97.5,82.5
349000,Strath Taieri,Southern,82.5,72.5
349100,Bucklands Crossing,Southern,87.5,77.5
349200,Waikouaiti,Southern,87.5,72.5
349300,Momona,Southern,87.5,77.5
349400,Taieri,Southern,92.5,82.5
349600,Mount Cargill,Southern,87.5,82.5
349700,Bush Road,Southern,92.5,82.5
349800,Mosgiel East,Southern,92.5,87.5
349900,Mosgiel Central,Southern,92.5,82.5
350000,Seddon Park,Southern,92.5,82.5
350100,Wingatui,Southern,92.5,82.5
350200,Saddle Hill-Chain Hills,Southern,92.5,82.5
350300,East Taieri,Southern,92.5,87.5
350400,Halfway Bush,Southern,92.5,82.5
350500,Helensburgh,Southern,92.5,87.5
350600,Glenleith,Southern,97.5,87.5
350700,Fairfield (Dunedin City),Southern,92.5,87.5
350900,Brockville,Southern,87.5,77.5
351000,Wakari,Southern,92.5,82.5
351100,Abbotsford,Southern,92.5,82.5
351200,Brighton,Southern,87.5,77.5
351300,Pine Hill-Dalmore,Southern,92.5,82.5
351400,Kaikorai-Bradford,Southern,92.5,82.5
351500,Maori Hill,Southern,97.5,92.5
351600,Roslyn (Dunedin City),Southern,92.5,87.5
351700,North East Valley Chingford,Southern,92.5,82.5
351800,Roseneath-Sawyers Bay,Southern,92.5,77.5
351900,Normanby ,Southern,87.5,77.5
352000,North East Valley Knox,Southern,97.5,82.5
352100,Belleknowes,Southern,92.5,87.5
352200,Gardens (Dunedin City),Southern,97.5,87.5
352300,Kenmure,Southern,92.5,82.5
352400,Campus West,Southern,97.5,92.5
352500,Waldronville,Southern,97.5,87.5
352600,Green Island,Southern,87.5,77.5
352700,Port Chalmers,Southern,92.5,82.5
352800,Royal Terrace,Southern,97.5,92.5
352900,Arthur Street,Southern,92.5,82.5
353000,Opoho,Southern,97.5,92.5
353100,Campus North,Southern,97.5,92.5
353200,Campus South,Southern,97.5,92.5
353300,Mornington,Southern,87.5,77.5
353400,Dunedin Central,Southern,97.5,87.5
353500,Maryhill,Southern,92.5,82.5
353600,Ravensbourne-St Leonards,Southern,92.5,82.5
353700,Harbourside,Southern,72.5,72.5
353800,Fernhill,Southern,92.5,82.5
353900,Otago Peninsula,Southern,87.5,82.5
354000,Concord,Southern,87.5,77.5
354100,Calton Hill,Southern,82.5,67.5
354200,Caversham,Southern,87.5,77.5
354300,Hillside-Portsmouth Drive,Southern,92.5,82.5
354400,Kew (Dunedin City),Southern,92.5,82.5
354500,Corstorphine,Southern,87.5,72.5
354600,Forbury,Southern,87.5,77.5
354700,Bathgate Park,Southern,87.5,77.5
354800,St Clair,Southern,97.5,87.5
354900,Waverley ,Southern,92.5,87.5
355000,Macandrew Bay-Company Bay,Southern,92.5,87.5
355100,Broad Bay-Portobello,Southern,92.5,82.5
355200,St Kilda South,Southern,92.5,82.5
355300,Musselburgh,Southern,97.5,82.5
355400,Shiel Hill,Southern,97.5,92.5
355500,St Kilda North,Southern,92.5,82.5
355600,Andersons Bay,Southern,92.5,87.5
355700,Tainui,Southern,92.5,82.5
355800,West Otago,Southern,87.5,67.5
355900,Tuapeka,Southern,87.5,77.5
356000,Clinton,Southern,82.5,62.5
356100,Clutha Valley,Southern,87.5,67.5
356200,Bruce,Southern,82.5,67.5
356300,Catlins,Southern,87.5,72.5
356400,Milton,Southern,82.5,67.5
356500,Balclutha South,Southern,87.5,72.5
356600,Balclutha North,Southern,87.5,72.5
356700,Benhar-Stirling,Southern,87.5,72.5
356800,Kaitangata-Matau,Southern,82.5,62.5
357000,Fiordland,Southern,87.5,72.5
357300,Mararoa,Southern,82.5,67.5
357500,Te Anau,Southern,87.5,77.5
357600,Whitestone,Southern,87.5,82.5
357700,Mossburn,Southern,87.5,67.5
357900,Longwood Forest,Southern,77.5,62.5
358000,Ohai-Nightcaps,Southern,72.5,57.5
358100,Riversdale-Piano Flat,Southern,82.5,67.5
358200,Lumsden-Balfour,Southern,82.5,62.5
358300,Oreti River,Southern,87.5,67.5
358400,Otautau,Southern,77.5,57.5
358500,Hedgehope,Southern,82.5,67.5
358600,Winton,Southern,87.5,72.5
358700,Waianiwa,Southern,87.5,67.5
358800,Riverton,Southern,77.5,67.5
358900,Wallacetown,Southern,82.5,72.5
359000,Grove Bush,Southern,87.5,77.5
359100,Edendale-Woodlands,Southern,77.5,62.5
359300,Stewart Island,Southern,87.5,77.5
359400,Awarua Plains,Southern,87.5,67.5
359500,Wyndham-Catlins,Southern,82.5,67.5
359600,Waikaka,Southern,87.5,67.5
359700,Waimumu-Kaiwera,Southern,82.5,67.5
359800,Gore North,Southern,87.5,72.5
359900,Gore West,Southern,87.5,77.5
360000,East Gore,Southern,77.5,62.5
360100,Gore Central,Southern,87.5,72.5
360200,Gore Main,Southern,82.5,77.5
360300,Gore South,Southern,77.5,67.5
360400,Mataura,Southern,82.5,62.5
360500,West Plains-Makarewa,Southern,82.5,67.5
360600,Prestonville-Grasmere,Southern,82.5,67.5
360700,Donovan Park,Southern,92.5,82.5
360800,Myross Bush,Southern,92.5,82.5
360900,Otatara,Southern,92.5,77.5
361000,Invercargill Central,Southern,87.5,77.5
361100,Gladstone (Invercargill City),Southern,92.5,82.5
361200,Rosedale,Southern,92.5,82.5
361300,Avenal,Southern,92.5,77.5
361400,Hargest,Southern,92.5,77.5
361500,Windsor ,Southern,92.5,82.5
361600,Richmond (Invercargill City),Southern,87.5,77.5
361700,Glengarry,Southern,82.5,67.5
361900,Turnbull Thompson Park,Southern,82.5,72.5
362000,Crinan,Southern,87.5,67.5
362100,Georgetown,Southern,77.5,62.5
362200,Kew (Invercargill City),Southern,82.5,67.5
362300,Kennington-Tisbury,Southern,87.5,72.5
362400,Newfield,Southern,82.5,67.5
362500,Strathern,Southern,82.5,67.5
362600,Elizabeth Park,Southern,77.5,62.5
362700,Aurora,Southern,82.5,67.5
362800,Moulson,Southern,82.5,67.5
362900,Kingswell,Southern,82.5,67.5
363000,Clifton,Southern,77.5,62.5
363100,Woodend-Greenhills ,Southern,77.5,57.5
363300,Bluff,Southern,82.5,72.5
Unknown,Unknown,Unknown,87.5,72.5
